2.953364282120519491e+00,1.128673659204279200e+00,1.546146232465381853e-01,3.138094881412083481e-01
7.454785054165975478e-01,-2.034602976972353261e+00,-6.562152183998919419e-01,-2.259062854389434882e+00
2.873905474442680408e+00,1.676636448601153129e-01,6.463877471775985040e-01,-5.741541445667621701e-01
1.136209725997670006e+00,-1.570255198793492735e+00,-9.318803630075885858e-01,-1.408060012304350739e+00
-1.577057073736456427e+00,-3.212768437043806991e+00,-2.815552141624513283e+00,-3.278066438116236103e+00
1.677124347235458446e+00,-1.031612632874155500e+00,-2.541869272505688504e-01,-1.551261390903867943e+00
2.163650882675124620e+00,-3.569676349856604203e-01,1.329661977795713046e-01,-9.483746982433298722e-01
1.888959003425775274e+00,-3.061198034695284953e-01,-4.648836377099500039e-01,-7.219590137775410144e-01
1.276331707873131327e+00,-7.678501131755253173e-01,-5.797638128722536477e-01,-1.413032366440843735e+00
1.847482685748385478e+00,-1.232647498712329481e+00,-7.566108465607768174e-02,-1.415858384464209641e+00
2.055597020542412778e+00,-6.886711634222275613e-02,-5.940597186853164846e-01,-3.846683093728160419e-01
1.944989772713271003e+00,1.004144487724534240e-02,-2.136945925633683685e-01,-7.636242310907068731e-01
2.439891236693250143e+00,-2.529729044565531826e-01,4.305327708284132360e-01,-9.010292286850336563e-01
3.176148147111969244e+00,7.793084479542750076e-01,3.158526921577985425e-01,1.749202129719760190e-01
1.735184538544981780e+00,7.253087037004746218e-02,-2.582702076551906534e-01,-9.567018010445953458e-01
5.091929664533241251e-01,-1.764819119267782010e+00,-1.637058459431932400e+00,-1.732579596370448671e+00
1.571545175100418135e+00,-5.621186635175212665e-01,-1.362099982583365509e+00,-3.434213958650395027e-01
1.675097258503289055e+00,-7.593597282054931341e-01,-9.086971422580607527e-01,-5.720901326855554192e-01
4.420934326767540945e+00,1.502632004941950594e+00,1.424949033835495316e+00,8.358677112873893478e-01
3.265565805277301337e+00,1.026658185352469665e+00,7.913811548582700972e-01,-4.631111458756986821e-02
3.409053348978813958e+00,9.004728601362214091e-01,6.173814518367712889e-01,2.181229040520713536e-01
9.055397264248506994e-01,-1.364987672944630415e+00,-1.528238570233269700e+00,-1.177882598641056378e+00
1.960631967603139625e+00,-5.291331427067191839e-01,-4.569337883832870206e-01,-6.955696906257653467e-01
9.763219573672395901e-01,-1.417677676841014645e+00,-8.353783630331704790e-01,-1.686509115839992301e+00
1.464596596871989398e+00,-9.618626887289263294e-01,-3.942438953892796194e-01,-1.662917141362075579e+00
7.568313643565616200e-01,-2.543027030237002162e+00,-1.859282780225663956e-01,-2.899486813839126764e+00
1.810456770748145150e+00,-3.916112459768473220e-01,-5.160409893567560191e-01,-9.082952826658963197e-01
2.156532112685908054e+00,2.329450129001061631e-01,-6.765182079441172114e-01,-1.412244571477319077e-01
1.124585567713048295e+00,-1.521082913020356697e+00,-1.013335356952909994e+00,-1.437164828662174099e+00
-1.578503205801633502e+00,-3.333872979541505632e+00,-3.072281377468834229e+00,-2.978205958368297157e+00
-1.585003263140114971e+00,-4.220198720769232636e+00,-2.524505967989699506e+00,-3.834845178102126884e+00
1.935396361339836169e-02,-2.633969922548737408e+00,-1.688446706240545270e+00,-2.395191850159760438e+00
3.322440345988902699e+00,1.047484761977077738e+00,5.823534752221593003e-01,3.562145133999934377e-01
9.759956523504913495e-01,-1.734344717092923149e+00,1.546651708057473984e+00,-1.079459801540771036e+00
7.382680604553703008e-01,-2.492444038578354171e+00,8.992746418564041555e-01,-1.008402943758880399e+00
-8.246178284517203805e-01,-5.617587778763873274e+00,-1.146534069070836992e-02,-1.713763467323148992e+00
2.252915762394523957e-01,-3.131637179848564490e+00,7.413586462702563828e-01,-7.848669025967918156e-01
1.049002288836507368e+00,-2.009440340483722665e+00,2.149973843355938996e+00,4.350574264510214118e-01
