1.215582799021479143e+00,-1.099921155997480637e+00
6.427733965876458733e-02,-2.278185969988538062e+00
8.834673417174918608e-01,-1.774312780560353353e+00
2.158673869563642711e+00,2.688485429395391924e-01
1.773500322772574078e+00,-3.975829432973813637e-01
9.499320368375002710e-01,-1.405531395059620658e+00
2.589353804165681616e+00,1.868690415456158993e-01
2.366842228071249554e+00,4.160938425734380663e-01
1.922667363584153355e+00,-7.763915976733318791e-01
1.631809818263145084e+00,-7.826564707348176997e-01
1.562569373537522566e+00,-9.961458070386312036e-01
2.062615224757054833e+00,-2.840931574426852624e-02
3.941920100540821092e-01,-2.216782201107146744e+00
2.099271496760746203e+00,-1.073502492193015856e-01
-5.377173703068738320e-02,-2.377833157783280971e+00
1.080913514280415821e+00,-1.218876059760167330e+00
9.204431305452238643e-01,-1.353646363649848805e+00
1.774271933782451072e+00,-8.184031647732525894e-02
7.461523163119215818e-01,-1.822101961228812961e+00
1.109689707742933074e+00,-1.092922412339639049e+00
4.473683282120688443e-01,-1.746623881597243688e+00
2.766657620399377571e+00,4.336171788329866716e-01
1.624710230374256659e+00,-3.467641249637675172e-01
1.528236755036321393e+00,-6.544568750563152237e-01
2.280464458280225593e+00,2.094585528833479149e-01
1.589658306638926710e+00,-4.693150733206310488e-01
2.836144948507680397e+00,1.203169047948646764e+00
1.397756174203762525e+00,-9.287833045971003454e-01
2.697250637462476064e+00,9.014279407526583077e-01
8.155904276858543245e-01,-1.504684930375481899e+00
1.093047750384202654e+00,-1.284094109270300876e+00
1.663195543428445111e+00,-5.640939490518062094e-01
1.399356400933667866e+00,-7.346079088457021511e-01
1.914007862858448261e+00,-2.323959528820741527e-01
8.697641909813281780e-01,-1.229549012996896451e+00
1.397258560913278380e+00,-7.465464125688667796e-01
1.223115156477829313e+00,-1.183214411063820748e+00
-4.328722561216142850e-01,-2.447988065416998094e+00
1.360399729792928003e+00,-1.374666131506086852e+00
1.510637333455327358e+00,-6.067790337897184250e-01
1.168295960126082500e+00,-1.298563350534027050e+00
8.788047678883434966e-01,-1.542625090163574963e+00
1.105031115895730220e+00,-7.345290660029177854e-01
1.861400966492996689e+00,-4.423566045194490259e-01
9.899571406724478884e-01,-8.265348008947914771e-01
1.502075528829225348e+00,-6.133268764277635121e-01
2.249940748934982082e+00,-1.299902132076419248e-01
2.149885404220362339e+00,1.613475058740466705e-01
1.275798947187253507e+00,-9.840359238132748709e-01
1.896037008380990541e+00,-1.306450714384884693e-01
-2.432135877023116066e-01,-2.756609026211290114e+00
1.836100451143542145e+00,-2.829699305891680838e-01
