1.886320102450240732e+00,-5.691294751051211298e-01
1.507535858912561588e+00,-5.755519200755334630e-01
2.330394917800855836e+00,5.158307116705079798e-01
8.397736127886425983e-01,-1.352855057448831833e+00
1.010189057577484117e+00,-1.502582642942380975e+00
1.855455957767289110e+00,-6.206910927663570332e-01
1.760154916775334533e+00,-3.053909850959165007e-01
2.227846714693045627e+00,-4.464586281952931390e-02
2.288505418482538190e+00,-1.055046860379514895e-01
2.156719689159047437e+00,-1.417599198843932928e-02
2.473919107406198137e+00,4.153256196757081353e-01
2.061770597381187287e-01,-1.999301429088107707e+00
1.903058779454939842e+00,-5.530442254287984971e-01
1.972595011505542617e+00,2.697535010769812613e-01
1.675386703614049067e+00,-7.378650214740715141e-01
1.172744178826341521e+00,-5.159164616023456107e-01
1.441003611904249970e+00,-6.407699595101638002e-01
1.437519667233378762e+00,-9.243591298661135713e-01
2.577421985668476800e+00,3.638212843694222931e-01
1.705469459855613268e+00,-3.509183283964187883e-01
8.278942476173274390e-01,-1.242632016935345085e+00
-8.936480964167938801e-01,-1.089124272952064709e+00
-3.059100662635967360e-01,-3.209716378038776075e-01
-7.938925282529272209e-01,-1.474884748387596423e+00
-8.243612293380810918e-01,-1.414605136319819989e+00
-1.565037695625649539e+00,-1.529571939831540828e+00
-1.634253450754690640e+00,-2.810472836205673897e+00
4.980297534197979381e-01,-2.068252070049517721e-01
-8.116504877449884914e-01,-1.006931541634709548e+00
-3.111492071403112458e-01,-1.683494671031683154e+00
-5.040672727950673560e-01,-7.046403732108905693e-01
-8.327443339279623213e-01,-1.076333522685318567e+00
-3.447088707987354117e-01,-9.639358337870802540e-01
-7.321177426091214357e-01,-1.116740578315341903e+00
-6.793787338226361383e-01,-1.182079405682882722e+00
-1.782143835996597425e-01,-5.498672620394606803e-01
-8.396806250296264817e-01,-9.313374798865202697e-01
-1.331779113506326162e+00,-1.838202788941742494e+00
-1.564350097637079440e-01,-9.481528703957804449e-01
-8.145007928967020749e-01,-1.340914763562278900e+00
-3.177067388375257595e-01,-8.343960757239441417e-01
-2.768737890893509523e-01,-5.204476492042398039e-01
-4.961759174153265173e-01,-5.320679035667439383e-01
-9.085690403987571884e-01,-1.225566992923672549e+00
1.356745133006524995e-01,-3.072605934558547691e-01
-8.035113529882279559e-01,-1.756615426936433577e+00
-3.649897370781567951e-01,-8.884858937575318416e-01
2.830888797135147072e-01,-9.240876816918086600e-02
-8.904118996344457804e-01,-1.808637059902195254e+00
-4.803520250583047657e-01,-1.566615208889990507e+00
-1.690853091192414670e-01,-1.366246806440706729e+00
-1.328613656076514937e+00,-1.742177296909518613e+00
-3.520375084456942583e-01,-1.209619853508422160e+00
-1.748325675911244215e+00,-1.536272405399647711e+00
4.019826156118715410e-01,4.137791617609254402e-01
-1.637079970829364406e+00,-2.094736119403115548e+00
5.867014151928928722e-02,-1.003940858883896059e-01
9.197409551749544665e-01,-2.076245600361112942e+00
1.153709538235266452e+00,-7.541621776695230928e-01
6.842689372432328998e-01,-3.299768165451131718e+00
7.592678697870365312e-01,-2.959467710574102739e+00
6.704048659077825878e-01,-3.308894849947318306e+00
9.123625422800837326e-01,-2.067461375802857937e+00
6.419138330580966834e-01,-3.390746882441031396e+00
7.347853154464029091e-01,-2.966332497520982603e+00
8.357906235516888716e-01,-2.397242469128595843e+00
7.972147003191276671e-01,-2.591369210462329153e+00
9.829190916440231351e-01,-1.920060969681568475e+00
5.757374968434572082e-01,-3.599446353995109149e+00
7.602640962319038298e-01,-2.856435093360011113e+00
9.005249178533956123e-01,-2.130499959955614031e+00
8.807341370737068464e-01,-2.327179779167333429e+00
1.008001234187810180e+00,-1.655173327777732295e+00
8.103211048571220543e-01,-2.615142658606909531e+00
7.485220930102945980e-01,-2.924342223619243786e+00
6.228214855656221127e-01,-3.540120145100383198e+00
3.679019098789746423e-01,-5.060448403018330765e+00
1.006373913575091317e+00,-1.485682398669982085e+00
2.574378126064837957e-01,-5.479132965059918092e+00
8.587738435888049304e-01,-2.357167134508283191e+00
5.479645217670189306e-01,-3.975436068277688584e+00
7.062809924943904694e-01,-3.157098086535169212e+00
1.168129924554889509e+00,-7.015571191942719942e-01
7.210235913553512122e-01,-2.929432678733283613e+00
9.029081178408099317e-01,-2.164838118892588259e+00
7.249272533230677329e-01,-3.007821658599778125e+00
7.987106523842706363e-01,-2.654430746185816314e+00
5.779656048261997414e-01,-3.758226205427716238e+00
3.847928406157031800e-01,-4.690950914845137376e+00
7.341471838617150691e-01,-3.135076940928358979e+00
7.122199919163044735e-01,-3.056922488591505171e+00
6.508229410599475351e-01,-3.316966986423878883e+00
9.481387605453944767e-01,-1.795081933629916637e+00
9.675357392540543389e-01,-1.588457376207903948e+00
1.218641285606790081e+00,-6.338952524034409119e-01
1.280684248626506871e+00,-2.304504293307609863e-01
1.102360962924535004e+00,-8.888396074209705677e-01
9.678639726207654004e-01,-1.895810114299467442e+00
6.057462847299622810e-01,-3.703693925519759844e+00
1.149689277849768043e+00,-7.445321093036514348e-01
